tokenid,collection_mint_number,asset_token_id,asset_index,token_index
w6m2w-5qkor-uwiaa-aaaaa-cuarg-yaqca-acyqw-q,1167,k2dre-4akor-uwiaa-aaaaa-c4chg-yaqca-aaash-q,1167,181293
qgoyy-rakor-uwiaa-aaaaa-cuarg-yaqca-acycp-a,256,k33xr-bakor-uwiaa-aaaaa-c4chg-yaqca-aaaea-a,256,180382
u5b5c-lakor-uwiaa-aaaaa-cuarg-yaqca-acys3-q,1305,k3ybk-qakor-uwiaa-aaaaa-c4chg-yaqca-aaaum-q,1305,181431
u2mka-kqkor-uwiaa-aaaaa-cuarg-yaqca-acyt3-a,1368,k4vwi-rqkor-uwiaa-aaaaa-c4chg-yaqca-aaavm-a,1368,181494
qbdp2-qqkor-uwiaa-aaaaa-cuarg-yaqca-acydp-q,321,k4wat-aqkor-uwiaa-aaaaa-c4chg-yaqca-aaafa-q,321,180447
wzc3p-nakor-uwiaa-aaaaa-cuarg-yaqca-acyb2-q,215,k5nq5-mqkor-uwiaa-aaaaa-c4chg-yaqca-aaadl-q,215,180341
wzbnu-4akor-uwiaa-aaaaa-cuarg-yaqca-acyrw-a,1230,k5ogg-5qkor-uwiaa-aaaaa-c4chg-yaqca-aaath-a,1230,181356
fxhxw-zikor-uwiaa-aaaaa-cuarg-yaqca-acykm-q,763,k62qb-uykor-uwiaa-aaaaa-c4chg-yaqca-aaal5-q,763,180889
flk3q-takor-uwiaa-aaaaa-cuarg-yaqca-acymf-q,877,k7bap-yykor-uwiaa-aaaaa-c4chg-yaqca-aaanw-q,877,181003
weuhh-likor-uwiaa-aaaaa-cuarg-yaqca-acyby-q,211,ka3mv-kykor-uwiaa-aaaaa-c4chg-yaqca-aaadj-q,211,180337
wexr4-2ikor-uwiaa-aaaaa-cuarg-yaqca-acyru-a,1226,kay2o-3ykor-uwiaa-aaaaa-c4chg-yaqca-aaatf-a,1226,181352
v4uyd-rikor-uwiaa-aaaaa-cuarg-yaqca-acydr-q,325,kba43-gykor-uwiaa-aaaaa-c4chg-yaqca-aaafc-q,325,180451
v4xoy-aikor-uwiaa-aaaaa-cuarg-yaqca-acyt5-a,1372,kbdka-xykor-uwiaa-aaaaa-c4chg-yaqca-aaavo-a,1372,181498
enr7i-zykor-uwiaa-aaaaa-cuarg-yaqca-acymd-q,873,kcx4h-6qkor-uwiaa-aaaaa-c4chg-yaqca-aaanu-q,873,180999
fkrl6-7akor-uwiaa-aaaaa-cuarg-yaqca-acyko-q,767,kdmmj-sqkor-uwiaa-aaaaa-c4chg-yaqca-aaal7-q,767,180893
y3au2-wqkor-uwiaa-aaaaa-cuarg-yaqca-acyjo-a,702,keb3l-takor-uwiaa-aaaaa-c4chg-yaqca-aaak7-a,702,180828
y3dcb-hqkor-uwiaa-aaaaa-cuarg-yaqca-acyzc-q,1703,kecnq-cakor-uwiaa-aaaaa-c4chg-yaqca-aaa2t-q,1703,181829
2ynto-aakor-uwiaa-aaaaa-cuarg-yaqca-acyld-a,808,kf2lf-7akor-uwiaa-aaaaa-c4chg-yaqca-aaamu-a,808,180934
v3zpb-qykor-uwiaa-aaaaa-cuarg-yaqca-acycr-a,260,kgnlz-hikor-uwiaa-aaaaa-c4chg-yaqca-aaaec-a,260,180386
v32z2-bykor-uwiaa-aaaaa-cuarg-yaqca-acys5-q,1309,kgo5c-wikor-uwiaa-aaaaa-c4chg-yaqca-aaauo-q,1309,181435
wd2g6-3ykor-uwiaa-aaaaa-cuarg-yaqca-acyqu-q,1163,khvnm-2ikor-uwiaa-aaaaa-c4chg-yaqca-aaasf-q,1163,181289
wdzqf-kykor-uwiaa-aaaaa-cuarg-yaqca-acyay-a,146,khw3x-likor-uwiaa-aaaaa-c4chg-yaqca-aaacj-a,146,180272
wm2yu-uykor-uwiaa-aaaaa-cuarg-yaqca-acyu6-q,1439,kivtg-vikor-uwiaa-aaaaa-c4chg-yaqca-aaawp-q,1439,181565
wmzop-fykor-uwiaa-aaaaa-cuarg-yaqca-acyes-a,390,kiwf5-eikor-uwiaa-aaaaa-c4chg-yaqca-aaagd-a,390,180516
b7r5t-uikor-uwiaa-aaaaa-cuarg-yaqca-acx6x-a,16,kjnvt-iikor-uwiaa-aaaaa-c4chg-yaqca-aaaai-a,16,180142
6w2vp-dykor-uwiaa-aaaaa-cuarg-yaqca-acyot-q,1033,kjodi-zikor-uwiaa-aaaaa-c4chg-yaqca-aaaqe-q,1033,181159
5e3tr-dakor-uwiaa-aaaaa-cuarg-yaqca-acyhn-a,572,kk2vp-qakor-uwiaa-aaaaa-c4chg-yaqca-aaai6-a,572,180698
5eyfk-sakor-uwiaa-aaaaa-cuarg-yaqca-acyxb-q,1573,kkzdu-bakor-uwiaa-aaaaa-c4chg-yaqca-aaays-q,1573,181699
yuakq-zqkor-uwiaa-aaaaa-cuarg-yaqca-acyne-a,938,klbfb-4akor-uwiaa-aaaaa-c4chg-yaqca-aaaov-a,938,181064
ffrvu-qakor-uwiaa-aaaaa-cuarg-yaqca-acyoe-q,1003,kmmsd-5qkor-uwiaa-aaaaa-c4chg-yaqca-aaapv-q,1003,181129
fz7pj-likor-uwiaa-aaaaa-cuarg-yaqca-acyyb-a,1636,knuuw-aqkor-uwiaa-aaaaa-c4chg-yaqca-aaazs-a,1636,181762
fz4zs-2ikor-uwiaa-aaaaa-cuarg-yaqca-acyin-q,637,knxcn-rqkor-uwiaa-aaaaa-c4chg-yaqca-aaaj6-q,637,180763
by4kr-vykor-uwiaa-aaaaa-cuarg-yaqca-acx7x-q,81,koacr-jykor-uwiaa-aaaaa-c4chg-yaqca-aaabi-q,81,180207
6rxcn-cikor-uwiaa-aaaaa-cuarg-yaqca-acypt-a,1096,koduk-yykor-uwiaa-aaaaa-c4chg-yaqca-aaare-a,1096,181222
wluzn-eikor-uwiaa-aaaaa-cuarg-yaqca-acyfs-q,455,kp3s7-fykor-uwiaa-aaaaa-c4chg-yaqca-aaahd-q,455,180581
wlxpw-vikor-uwiaa-aaaaa-cuarg-yaqca-acyv6-a,1502,kpyee-uykor-uwiaa-aaaaa-c4chg-yaqca-aaaxp-a,1502,181628
e7h5k-qqkor-uwiaa-aaaaa-cuarg-yaqca-acyil-q,633,kqb6f-xykor-uwiaa-aaaaa-c4chg-yaqca-aaaj4-q,633,180759
wfmbs-wikor-uwiaa-aaaaa-cuarg-yaqca-acyx7-a,1632,kqci6-gykor-uwiaa-aaaaa-c4chg-yaqca-aaazq-a,1632,181758
fyhj4-wikor-uwiaa-aaaaa-cuarg-yaqca-acyog-q,1007,kr2ol-3ykor-uwiaa-aaaaa-c4chg-yaqca-aaapx-q,1007,181133
wwcff-cakor-uwiaa-aaaaa-cuarg-yaqca-acyfq-q,451,ksnox-dqkor-uwiaa-aaaaa-c4chg-yaqca-aaahb-q,451,180577
wwbt6-takor-uwiaa-aaaaa-cuarg-yaqca-acyv4-a,1498,ksoym-sqkor-uwiaa-aaaaa-c4chg-yaqca-aaaxn-a,1498,181624
7xmgv-iqkor-uwiaa-aaaaa-cuarg-yaqca-acypv-a,1100,ktvic-6qkor-uwiaa-aaaaa-c4chg-yaqca-aaarg-a,1100,181226
di47j-gakor-uwiaa-aaaaa-cuarg-yaqca-acx7z-q,85,ktw6z-pqkor-uwiaa-aaaaa-c4chg-yaqca-aaabk-q,85,180211
dpril-hqkor-uwiaa-aaaaa-cuarg-yaqca-acx6z-a,20,ku3j3-oakor-uwiaa-aaaaa-c4chg-yaqca-aaaak-a,20,180146
7qbrx-jakor-uwiaa-aaaaa-cuarg-yaqca-acyov-q,1037,kuy7a-7akor-uwiaa-aaaaa-c4chg-yaqca-aaaqg-q,1037,181163
wrpsh-dqkor-uwiaa-aaaaa-cuarg-yaqca-acyeq-a,386,kvazv-cakor-uwiaa-aaaaa-c4chg-yaqca-aaagb-a,386,180512
wrme4-sqkor-uwiaa-aaaaa-cuarg-yaqca-acyu4-q,1435,kvdpo-takor-uwiaa-aaaaa-c4chg-yaqca-aaawn-q,1435,181561
yjwwy-7ykor-uwiaa-aaaaa-cuarg-yaqca-acyng-a,942,kwxzj-2ikor-uwiaa-aaaaa-c4chg-yaqca-aaaox-a,942,181068
4caxj-jykor-uwiaa-aaaaa-cuarg-yaqca-acyhl-a,568,kxmjh-wikor-uwiaa-aaaaa-c4chg-yaqca-aaai4-a,568,180694
wcbwq-xykor-uwiaa-aaaaa-cuarg-yaqca-acyw7-q,1569,kxp74-hikor-uwiaa-aaaaa-c4chg-yaqca-aaayq-q,1569,181695
36wxw-kykor-uwiaa-aaaaa-cuarg-yaqca-acylf-a,812,kymxn-zikor-uwiaa-aaaaa-c4chg-yaqca-aaamw-a,812,180938
ygv6j-bykor-uwiaa-aaaaa-cuarg-yaqca-acyza-q,1699,kzury-eikor-uwiaa-aaaaa-c4chg-yaqca-aaa2r-q,1699,181825
ygwis-qykor-uwiaa-aaaaa-cuarg-yaqca-acyjm-a,698,kzxhd-vikor-uwiaa-aaaaa-c4chg-yaqca-aaak5-a,698,180824
uhzat-5ykor-uwiaa-aaaaa-cuarg-yaqca-acydv-q,333,l2nel-kikor-uwiaa-aaaaa-c4chg-yaqca-aaafg-q,333,180459
uh2wi-mykor-uwiaa-aaaaa-cuarg-yaqca-acytz-a,1364,l2osq-3ikor-uwiaa-aaaaa-c4chg-yaqca-aaavk-a,1364,181490
x72jm-wykor-uwiaa-aaaaa-cuarg-yaqca-acyrq-a,1218,l3vc6-xikor-uwiaa-aaaaa-c4chg-yaqca-aaatb-a,1218,181344
x7z7x-hykor-uwiaa-aaaaa-cuarg-yaqca-acyb4-q,219,l3wuf-gikor-uwiaa-aaaaa-c4chg-yaqca-aaadn-q,219,180345
xyuiv-gikor-uwiaa-aaaaa-cuarg-yaqca-acya4-a,154,l43dh-hykor-uwiaa-aaaaa-c4chg-yaqca-aaacn-a,154,180280
xyx6o-xikor-uwiaa-aaaaa-cuarg-yaqca-acyqq-q,1155,l4yv4-wykor-uwiaa-aaaaa-c4chg-yaqca-aaasb-q,1155,181281
uauxr-4ikor-uwiaa-aaaaa-cuarg-yaqca-acycv-a,268,l5atj-lykor-uwiaa-aaaaa-c4chg-yaqca-aaaeg-a,268,180394
uaxbk-nikor-uwiaa-aaaaa-cuarg-yaqca-acysz-q,1301,l5dfs-2ykor-uwiaa-aaaaa-c4chg-yaqca-aaauk-q,1301,181427
rdc44-dqkor-uwiaa-aaaaa-cuarg-yaqca-acyk7-a,800,l6xtv-tqkor-uwiaa-aaaaa-c4chg-yaqca-aaamq-a,800,180926
zanmk-2akor-uwiaa-aaaaa-cuarg-yaqca-acyjk-a,694,l7md3-7qkor-uwiaa-aaaaa-c4chg-yaqca-aaak3-a,694,180820
zao2r-lakor-uwiaa-aaaaa-cuarg-yaqca-acyzg-q,1711,l7pva-oqkor-uwiaa-aaaaa-c4chg-yaqca-aaa2x-q,1711,181837
wqxus-6qkor-uwiaa-aaaaa-cuarg-yaqca-acysx-q,1297,lavz2-4qkor-uwiaa-aaaaa-c4chg-yaqca-aaaui-q,1297,181423
vgptj-wqkor-uwiaa-aaaaa-cuarg-yaqca-acyct-a,264,lawpb-nqkor-uwiaa-aaaaa-c4chg-yaqca-aaaee-a,264,180390
xfcu5-aakor-uwiaa-aaaaa-cuarg-yaqca-acya6-a,158,lbn7p-bqkor-uwiaa-aaaaa-c4chg-yaqca-aaacp-a,158,180284
xfbcg-rakor-uwiaa-aaaaa-cuarg-yaqca-acyqs-q,1159,lboju-qqkor-uwiaa-aaaaa-c4chg-yaqca-aaasd-q,1159,181285
z53qc-4ikor-uwiaa-aaaaa-cuarg-yaqca-acyji-a,690,lc27t-zykor-uwiaa-aaaaa-c4chg-yaqca-aaakz-a,690,180816
z5ygz-nikor-uwiaa-aaaaa-cuarg-yaqca-acyze-q,1707,lczji-iykor-uwiaa-aaaaa-c4chg-yaqca-aaa2v-q,1707,181833
2f3pg-gikor-uwiaa-aaaaa-cuarg-yaqca-acylb-a,804,ldbp5-vykor-uwiaa-aaaaa-c4chg-yaqca-aaams-a,804,180930
eqhda-7qkor-uwiaa-aaaaa-cuarg-yaqca-acymb-q,869,lemy7-uikor-uwiaa-aaaaa-c4chg-yaqca-aaans-q,869,180995
emkpg-vykor-uwiaa-aaaaa-cuarg-yaqca-acyki-q,755,lfxir-yikor-uwiaa-aaaaa-c4chg-yaqca-aaalz-q,755,180881
xcpd7-bqkor-uwiaa-aaaaa-cuarg-yaqca-acyb6-q,223,lgain-aakor-uwiaa-aaaaa-c4chg-yaqca-aaadp-q,223,180349
xcmve-qqkor-uwiaa-aaaaa-cuarg-yaqca-acyrs-a,1222,lgd6w-rakor-uwiaa-aaaaa-c4chg-yaqca-aaatd-a,1222,181348
vbcel-xakor-uwiaa-aaaaa-cuarg-yaqca-acydt-q,329,lh3yd-makor-uwiaa-aaaaa-c4chg-yaqca-aaafe-q,329,180455
wx2dq-7akor-uwiaa-aaaaa-cuarg-yaqca-acytx-a,1360,lhyoy-5akor-uwiaa-aaaaa-c4chg-yaqca-aaavi-a,1360,181486
ctrhz-kqkor-uwiaa-aaaaa-cuarg-yaqca-acx75-q,93,li3gj-dakor-uwiaa-aaaaa-c4chg-yaqca-aaabo-q,93,180219
6mb6f-eakor-uwiaa-aaaaa-cuarg-yaqca-acypr-a,1092,liyqs-sakor-uwiaa-aaaaa-c4chg-yaqca-aaarc-a,1092,181218
xnp5v-oqkor-uwiaa-aaaaa-cuarg-yaqca-acyfu-q,459,ljawh-pakor-uwiaa-aaaaa-c4chg-yaqca-aaahf-q,459,180585
xnmlo-7qkor-uwiaa-aaaaa-cuarg-yaqca-acyvy-a,1490,ljda4-6akor-uwiaa-aaaaa-c4chg-yaqca-aaaxj-a,1490,181616
edkrm-2ykor-uwiaa-aaaaa-cuarg-yaqca-acyoc-q,999,lkxw3-xikor-uwiaa-aaaaa-c4chg-yaqca-aaapt-q,999,181125
gsru2-fakor-uwiaa-aaaaa-cuarg-yaqca-acyih-q,625,llmgv-3ikor-uwiaa-aaaaa-c4chg-yaqca-aaajy-q,625,180751
fejtb-nakor-uwiaa-aaaaa-cuarg-yaqca-acyyd-a,1640,llpqo-kikor-uwiaa-aaaaa-c4chg-yaqca-aaazu-a,1640,181766
6pw6z-4ikor-uwiaa-aaaaa-cuarg-yaqca-acyhh-a,560,lmbrx-2ykor-uwiaa-aaaaa-c4chg-yaqca-aaaiy-a,560,180686
5zozc-uikor-uwiaa-aaaaa-cuarg-yaqca-acyxd-q,1577,lmchm-lykor-uwiaa-aaaaa-c4chg-yaqca-aaayu-q,1577,181703
zs3oi-tikor-uwiaa-aaaaa-cuarg-yaqca-acync-a,934,ln2bz-wykor-uwiaa-aaaaa-c4chg-yaqca-aaaot-a,934,181060
xkckx-pakor-uwiaa-aaaaa-cuarg-yaqca-acyeu-a,394,lonbf-oqkor-uwiaa-aaaaa-c4chg-yaqca-aaagf-a,394,180520
xkb4m-6akor-uwiaa-aaaaa-cuarg-yaqca-acyuy-q,1427,loox6-7qkor-uwiaa-aaaaa-c4chg-yaqca-aaawj-q,1427,181553
6lmjh-fqkor-uwiaa-aaaaa-cuarg-yaqca-acyor-q,1029,lpvhq-tqkor-uwiaa-aaaaa-c4chg-yaqca-aaaqc-q,1029,181155
cu4q3-lakor-uwiaa-aaaaa-cuarg-yaqca-acx65-a,28,lpwrl-cqkor-uwiaa-aaaaa-c4chg-yaqca-aaaao-a,28,180154
zpnsa-vakor-uwiaa-aaaaa-cuarg-yaqca-acyna-a,930,lqm5r-qqkor-uwiaa-aaaaa-c4chg-yaqca-aaaor-a,930,181056
47v52-6qkor-uwiaa-aaaaa-cuarg-yaqca-acyxf-q,1581,lru3e-nqkor-uwiaa-aaaaa-c4chg-yaqca-aaayw-q,1581,181707
47wlb-pqkor-uwiaa-aaaaa-cuarg-yaqca-acyhj-a,564,lrxn7-4qkor-uwiaa-aaaaa-c4chg-yaqca-aaai2-a,564,180690
dshud-bykor-uwiaa-aaaaa-cuarg-yaqca-acx63-a,24,lsand-eykor-uwiaa-aaaaa-c4chg-yaqca-aaaam-a,24,180150
3w366-eikor-uwiaa-aaaaa-cuarg-yaqca-acyop-q,1025,lsd3y-vykor-uwiaa-aaaaa-c4chg-yaqca-aaaqa-q,1025,181151
xxuw7-jikor-uwiaa-aaaaa-cuarg-yaqca-acyew-a,398,lt35n-iykor-uwiaa-aaaaa-c4chg-yaqca-aaagh-a,398,180524
xxxae-yikor-uwiaa-aaaaa-cuarg-yaqca-acyu2-q,1431,ltylw-zykor-uwiaa-aaaaa-c4chg-yaqca-aaawl-q,1431,181557
xq2xg-zykor-uwiaa-aaaaa-cuarg-yaqca-acyv2-a,1494,luv4u-yikor-uwiaa-aaaaa-c4chg-yaqca-aaaxl-a,1494,181620
xqzb5-iykor-uwiaa-aaaaa-cuarg-yaqca-acyfw-q,463,luwkp-jikor-uwiaa-aaaaa-c4chg-yaqca-aaahh-q,463,180589
dvkdb-aikor-uwiaa-aaaaa-cuarg-yaqca-acx73-q,89,lvn2b-fikor-uwiaa-aaaaa-c4chg-yaqca-aaabm-q,89,180215
3rwj4-fykor-uwiaa-aaaaa-cuarg-yaqca-acypp-a,1088,lvom2-uikor-uwiaa-aaaaa-c4chg-yaqca-aaara-a,1088,181214
ecrbc-wykor-uwiaa-aaaaa-cuarg-yaqca-acyij-q,629,lw225-5akor-uwiaa-aaaaa-c4chg-yaqca-aaaj2-q,629,180755
ecsxz-hykor-uwiaa-aaaaa-cuarg-yaqca-acyyf-a,1644,lwzmg-makor-uwiaa-aaaaa-c4chg-yaqca-aaazw-a,1644,181770
e64ne-4qkor-uwiaa-aaaaa-cuarg-yaqca-acyoa-q,995,lxbkt-rakor-uwiaa-aaaaa-c4chg-yaqca-aaapr-q,995,181121
er4to-tqkor-uwiaa-aaaaa-cuarg-yaqca-acykk-q,759,lybuz-6akor-uwiaa-aaaaa-c4chg-yaqca-aaal3-q,759,180885
repl6-cakor-uwiaa-aaaaa-cuarg-yaqca-acyl7-q,865,lz2ex-sakor-uwiaa-aaaaa-c4chg-yaqca-aaanq-q,865,180991
q6zda-cqkor-uwiaa-aaaaa-cuarg-yaqca-acynq-q,963,m2wis-dakor-uwiaa-aaaaa-c4chg-yaqca-aaapb-q,963,181089
voc2b-yakor-uwiaa-aaaaa-cuarg-yaqca-acyhz-q,597,m3ny4-pakor-uwiaa-aaaaa-c4chg-yaqca-aaajk-q,597,180723
vobm2-jakor-uwiaa-aaaaa-cuarg-yaqca-acyxv-a,1612,m3ooh-6akor-uwiaa-aaaaa-c4chg-yaqca-aaazg-a,1612,181738
vjpnd-zqkor-uwiaa-aaaaa-cuarg-yaqca-acygz-a,532,m4ap6-oqkor-uwiaa-aaaaa-c4chg-yaqca-aaaik-a,532,180658
vjm3y-iqkor-uwiaa-aaaaa-cuarg-yaqca-acywv-q,1549,m4dzf-7qkor-uwiaa-aaaaa-c4chg-yaqca-aaayg-q,1549,181675
qzuuc-dakor-uwiaa-aaaaa-cuarg-yaqca-acymq-a,898,m537q-cqkor-uwiaa-aaaaa-c4chg-yaqca-aaaob-a,898,181024
6bnq5-7ikor-uwiaa-aaaaa-cuarg-yaqca-acyfg-a,430,m6m7m-2ykor-uwiaa-aaaaa-c4chg-yaqca-aaagx-a,430,180556
6bogg-oikor-uwiaa-aaaaa-cuarg-yaqca-acyvk-q,1463,m6pjx-lykor-uwiaa-aaaaa-c4chg-yaqca-aaaw3-q,1463,181589
43m47-wikor-uwiaa-aaaaa-cuarg-yaqca-acyo7-q,1057,m7uzz-hykor-uwiaa-aaaaa-c4chg-yaqca-aaaqq-q,1057,181183
ke6sb-xykor-uwiaa-aaaaa-cuarg-yaqca-acx7l-a,56,m7xpc-wykor-uwiaa-aaaaa-c4chg-yaqca-aaaa4-a,56,180182
qecik-fikor-uwiaa-aaaaa-cuarg-yaqca-acyms-a,902,mandy-eykor-uwiaa-aaaaa-c4chg-yaqca-aaaod-a,902,181028
upx7a-cikor-uwiaa-aaaaa-cuarg-yaqca-acywt-q,1545,mbvfn-zykor-uwiaa-aaaaa-c4chg-yaqca-aaaye-q,1545,181671
xzpy3-kikor-uwiaa-aaaaa-cuarg-yaqca-acygx-a,528,mbwtw-iykor-uwiaa-aaaaa-c4chg-yaqca-aaaii-a,528,180654
lcfwz-5akor-uwiaa-aaaaa-cuarg-yaqca-acx7n-a,60,mcbtk-qqkor-uwiaa-aaaaa-c4chg-yaqca-aaaa6-a,60,180186
x5vpf-tqkor-uwiaa-aaaaa-cuarg-yaqca-acypb-q,1061,mccfr-bqkor-uwiaa-aaaaa-c4chg-yaqca-aaaqs-q,1061,181187
643mv-zakor-uwiaa-aaaaa-cuarg-yaqca-acyfe-a,426,md2de-4qkor-uwiaa-aaaaa-c4chg-yaqca-aaagv-a,426,180552
64y2o-iakor-uwiaa-aaaaa-cuarg-yaqca-acyvi-q,1459,mdzv7-nqkor-uwiaa-aaaaa-c4chg-yaqca-aaawz-q,1459,181585
dnjfk-bqkor-uwiaa-aaaaa-cuarg-yaqca-acywi-a,1522,meuc5-makor-uwiaa-aaaaa-c4chg-yaqca-aaaxz-a,1522,181648
dnktr-qqkor-uwiaa-aaaaa-cuarg-yaqca-acyge-q,491,mexug-5akor-uwiaa-aaaaa-c4chg-yaqca-aaahv-q,491,180617
drh7x-2ykor-uwiaa-aaaaa-cuarg-yaqca-acyan-q,125,mfmei-rakor-uwiaa-aaaaa-c4chg-yaqca-aaab6-q,125,180251
drejm-lykor-uwiaa-aaaaa-cuarg-yaqca-acyqb-a,1124,mfpst-aakor-uwiaa-aaaaa-c4chg-yaqca-aaars-a,1124,181250
x6cpz-lykor-uwiaa-aaaaa-cuarg-yaqca-acyhx-q,593,mg3eu-jikor-uwiaa-aaaaa-c4chg-yaqca-aaaji-q,593,180719
ui2ic-dykor-uwiaa-aaaaa-cuarg-yaqca-acyxt-a,1608,mgysp-yikor-uwiaa-aaaaa-c4chg-yaqca-aaaze-a,1608,181734
qdp7i-eykor-uwiaa-aaaaa-cuarg-yaqca-acyns-q,967,mhau2-fikor-uwiaa-aaaaa-c4chg-yaqca-aaapd-q,967,181093
qmpbc-lykor-uwiaa-aaaaa-cuarg-yaqca-acyjy-q,723,miakq-kikor-uwiaa-aaaaa-c4chg-yaqca-aaalj-q,723,180849
tup6g-rykor-uwiaa-aaaaa-cuarg-yaqca-acylr-q,837,mj326-gikor-uwiaa-aaaaa-c4chg-yaqca-aaanc-q,837,180963
cfkzn-zikor-uwiaa-aaaaa-cuarg-yaqca-acyed-q,361,mkm2c-6akor-uwiaa-aaaaa-c4chg-yaqca-aaafu-q,361,180487
bts6w-rikor-uwiaa-aaaaa-cuarg-yaqca-acyuh-a,1392,mkpmz-pakor-uwiaa-aaaaa-c4chg-yaqca-aaavy-a,1392,181518
dcj3a-oqkor-uwiaa-aaaaa-cuarg-yaqca-acysc-a,1254,mlu4x-dakor-uwiaa-aaaaa-c4chg-yaqca-aaatt-a,1254,181380
dckn3-7qkor-uwiaa-aaaaa-cuarg-yaqca-acyco-q,255,mlxkm-sakor-uwiaa-aaaaa-c4chg-yaqca-aaad7-q,255,180381
6t3s7-wakor-uwiaa-aaaaa-cuarg-yaqca-acybo-a,190,mm25o-tqkor-uwiaa-aaaaa-c4chg-yaqca-aaac7-a,190,180316
6tyee-hakor-uwiaa-aaaaa-cuarg-yaqca-acyrc-q,1191,mmzlv-cqkor-uwiaa-aaaaa-c4chg-yaqca-aaast-q,1191,181317
4qwvl-aqkor-uwiaa-aaaaa-cuarg-yaqca-acydd-a,296,mnbna-7qkor-uwiaa-aaaaa-c4chg-yaqca-aaaeu-a,296,180422
7gosq-iqkor-uwiaa-aaaaa-cuarg-yaqca-acyth-q,1329,mnc33-oqkor-uwiaa-aaaaa-c4chg-yaqca-aaauy-q,1329,181455
ttcje-qikor-uwiaa-aaaaa-cuarg-yaqca-acykr-a,772,mown4-hykor-uwiaa-aaaaa-c4chg-yaqca-aaamc-a,772,180898
qlcwa-kikor-uwiaa-aaaaa-cuarg-yaqca-acyiy-a,658,mpn5s-lykor-uwiaa-aaaaa-c4chg-yaqca-aaakj-a,658,180784
qlba3-3ikor-uwiaa-aaaaa-cuarg-yaqca-acyyu-q,1675,mpolj-2ykor-uwiaa-aaaaa-c4chg-yaqca-aaa2f-q,1675,181801
5wohi-3ikor-uwiaa-aaaaa-cuarg-yaqca-acytj-q,1333,mquht-iykor-uwiaa-aaaaa-c4chg-yaqca-aaau2-q,1333,181459
5wnrt-kikor-uwiaa-aaaaa-cuarg-yaqca-acydf-a,300,mqxri-zykor-uwiaa-aaaaa-c4chg-yaqca-aaaew-a,300,180426
6onox-qikor-uwiaa-aaaaa-cuarg-yaqca-acybm-a,186,mrmbg-vykor-uwiaa-aaaaa-c4chg-yaqca-aaac5-a,186,180312
6ooym-bikor-uwiaa-aaaaa-cuarg-yaqca-acyra-q,1187,mrpx5-eykor-uwiaa-aaaaa-c4chg-yaqca-aaasr-q,1187,181313
qwuki-makor-uwiaa-aaaaa-cuarg-yaqca-acyi2-a,662,ms3b2-nqkor-uwiaa-aaaaa-c4chg-yaqca-aaakl-a,662,180788
qwx4t-5akor-uwiaa-aaaaa-cuarg-yaqca-acyyw-q,1679,msyxb-4qkor-uwiaa-aaaaa-c4chg-yaqca-aaa2h-q,1679,181805
wov65-rqkor-uwiaa-aaaaa-cuarg-yaqca-acykp-a,768,mtaru-bqkor-uwiaa-aaaaa-c4chg-yaqca-aaama-a,768,180894
wjyj7-qakor-uwiaa-aaaaa-cuarg-yaqca-acylp-q,833,mungw-aakor-uwiaa-aaaaa-c4chg-yaqca-aaana-q,833,180959
qrz5k-nqkor-uwiaa-aaaaa-cuarg-yaqca-acyj2-q,727,mvwwy-makor-uwiaa-aaaaa-c4chg-yaqca-aaall-q,727,180853
d74rt-zykor-uwiaa-aaaaa-cuarg-yaqca-acycm-q,251,mwbwe-uikor-uwiaa-aaaaa-c4chg-yaqca-aaad5-q,251,180377
d77hi-iykor-uwiaa-aaaaa-cuarg-yaqca-acysa-a,1250,mwca7-fikor-uwiaa-aaaaa-c4chg-yaqca-aaatr-a,1250,181376
ddr5v-tqkor-uwiaa-aaaaa-cuarg-yaqca-acyef-q,365,mx2gk-yikor-uwiaa-aaaaa-c4chg-yaqca-aaafw-q,365,180491
ddslo-cqkor-uwiaa-aaaaa-cuarg-yaqca-acyuj-a,1396,mxzqr-jikor-uwiaa-aaaaa-c4chg-yaqca-aaav2-a,1396,181522
cx43p-qakor-uwiaa-aaaaa-cuarg-yaqca-acyal-q,121,my2ya-xikor-uwiaa-aaaaa-c4chg-yaqca-aaab4-q,121,180247
44bl5-xykor-uwiaa-aaaaa-cuarg-yaqca-acyp7-a,1120,myzo3-gikor-uwiaa-aaaaa-c4chg-yaqca-aaarq-a,1120,181246
dq4pz-wykor-uwiaa-aaaaa-cuarg-yaqca-acygg-q,495,mzbio-3ikor-uwiaa-aaaaa-c4chg-yaqca-aaahx-q,495,180621
dq7zc-hykor-uwiaa-aaaaa-cuarg-yaqca-acywk-a,1526,mzc6v-kikor-uwiaa-aaaaa-c4chg-yaqca-aaax3-a,1526,181652
vuzrl-7ykor-uwiaa-aaaaa-cuarg-yaqca-acyg3-a,536,n23lg-eikor-uwiaa-aaaaa-c4chg-yaqca-aaaim-a,536,180662
rpwur-fykor-uwiaa-aaaaa-cuarg-yaqca-acywp-q,1537,n2y55-vikor-uwiaa-aaaaa-c4chg-yaqca-aaaya-q,1537,181663
r7pq2-jykor-uwiaa-aaaaa-cuarg-yaqca-acymw-a,910,n3a3i-iikor-uwiaa-aaaaa-c4chg-yaqca-aaaoh-a,910,181036
